Occurrence;From;To;Sentiment;Index;Context
Viserys scrambled back to his feet . " When I come into my kingdom , you will rue this day , slut . ";Viserys,;I,you,this day,;0.0;8163;259
" Your supper is ready , Khaleesi , " Jhiqui announced .;Jhiqui,;Your supper,;0.2;8167;259
" I 'm not hungry , " Dany said sadly .;Dany,;I,;0.0;8168;259
She was suddenly very tired . " Share the food among yourselves , and send some to Ser Jorah , if you would . ";She,;you,the food,;-0.52;8169;259
After a moment she added , " Please , bring me one of the dragon 's eggs . ";a moment she,;me,;0.0;8170;259
as if he were reaching out , brother to brother , blood to blood . " You are the dragon , " Dany whispered to him , " the true dragon . I know it . I know it . ";if he,Dany,;You,the dragon,I,I,it,it,;0.35;8176;259
" Are you ready ? ";;you,;0.2;8185;260
" Let 's ride , then . ";;;0.0;8189;260
" Go , " Bran whispered to his own horse .;Bran,;;0.6;8191;260
Theon spurred his mount to move up beside Robb . " Sweet Kyra , " he said with a laugh . " She squirms like a weasel in bed , but say a word to her on the street , and she blushes pink as a maid . Did I ever tell you about the night that she and Bessa - ";Theon,he,;She,she,I,you,a word,I,you,the night,;0.183333333333;8220;261
" Not where my brother can hear , Theon , " Robb warned him with a glance at Bran .;Robb,;my brother,;0.0;8221;261
Robb rode closer . " You are doing well , Bran . ";Robb,;You,;0.0;8226;261
" I want to go faster , " Bran replied .;Bran,;I,;0.0;8227;261
Robb smiled . " As you will . ";Robb,;you,;0.6;8228;261
By the time he caught Robb on the edge of the wolfswood , two miles beyond the winter town , they had left the others well behind . " I can ride ! ";the time he,they,Robb,;I,;-0.25;8238;262
" I'd race you , but I fear you'd win . ";;I,you'd win,;0.8;8241;262
" I do n't want to race . ";;I,;0.0;8243;262
Both had vanished into the wood . " Did you hear Summer howling last night ? ";;you,Summer,you,Summer,last night,;0.0;8245;262
" Grey Wind was restless too , " Robb said .;Robb,;Grey Wind,;-0.05;8246;262
His auburn hair had grown shaggy and unkempt , and a reddish stubble covered his jaw , making him look older than his fifteen years . " Sometimes I think they know things ... sense things ... ";His auburn hair,him,;I,they,they,things,;0.166666666667;8247;262
Robb sighed . " I never know how much to tell you , Bran . I wish you were older . ";Robb,;I,I,you,you,you,;0.133333333333;8248;262
" I 'm eight now ! ";;I,;0.0;8249;262
Bran said . " Eight is n't so much younger than fifteen , and I 'm the heir to Winterfell , after you . ";Bran,;I,the heir,;0.0;8250;262
" So you are . ";;you,;0.0;8251;262
Robb sounded sad , and even a little scared . " Bran , I need to tell you something . There was a bird last night . From King 's Landing . Maester Luwin woke me . ";Robb,;I,you,Maester Luwin,you,a bird,me,;-0.229166666667;8252;262
Bran clung to hope . " Was the bird from Mother ? Is she coming home ? ";Bran,;she,the bird,she,home,;0.0;8265;263
" The message was from Alyn in King 's Landing . Jory Cassel is dead . And Wyl and Heward as well . Murdered by the Kingslayer . ";;The message,Jory Cassel,;-0.2;8266;263
Robb lifted his face to the snow , and the flakes melted on his cheeks . " May the gods give them rest . ";Robb,the flakes,;May the gods,them,them,;0.0;8267;263
Jory had been captain of the household guard at Winterfell since before Bran was born . " They killed Jory ? ";Jory,before Bran,;They,Jory,;0.0;8270;263
He could picture him striding across the yard in mail and plate , or sitting at his accustomed place on the bench in the Great Hall , joking as he ate . " Why would anyone kill Jory ? ";He,him,his,he,the Great Hall,;kill Jory,;0.8;8272;263
Robb shook his head numbly , the pain plain in his eyes . " I do n't know , and ... Bran , that 's not the worst of it . Father was caught beneath a falling horse in the fight . Alyn says his leg was shattered , and ... Maester Pycelle has given him the milk of the poppy , but they are n't sure when ... when he ... ";Robb,;I,Father,Alyn,his leg,Maester Pycelle,they,his leg,him the milk,;-0.238095238095;8273;263
The sound of hoofbeats made him glance down the road , to where Theon and the others were coming up . " When he will wake , " Robb finished .;hoofbeats,him,Theon and the others,Robb,;he,;0.122222222222;8274;263
He laid his hand on the pommel of his sword then , and went on in the solemn voice of Robb the Lord . " Bran , I promise you , whatever might happen , I will not let this be forgotten . ";He,Robb the Lord,;I,I,you,;0.0;8275;263
Something in his tone made Bran even more fearful . " What will you do ? ";his tone,Bran even,;you,you,;-0.2;8276;263
" Theon thinks I should call the banners , " Robb said .;Robb,;Theon,I,I,the banners,;0.0;8278;263
" Blood for blood . ";;;0.0;8279;263
" Only the lord can call the banners , " Bran said as the snow drifted down around them .;Bran,the snow,;the lord,the banners,;-0.0777777777778;8282;263
" If your father dies , " Theon said , " Robb will be Lord of Winterfell . ";Theon,;your father,Robb,Lord,;0.0;8283;263
" He wo n't die ! ";;He,;0.0;8284;263
Robb took his hand . " He wo n't die , not Father , " he said calmly . " Still ... the honor of the north is in my hands now . When our lord father took his leave of us , he told me to be strong for you and for Rickon . I 'm almost a man grown , Bran . ";Robb,he,;He,our lord father,he,I,a man,his leave,me,;0.433333333333;8286;263
Bran shivered . " I wish Mother was back , " he said miserably .;Bran,he,;I,Mother,Mother,;0.0;8287;263
He looked around for Maester Luwin ; his donkey was visible in the far distance , trotting over a rise . " Does Maester Luwin say to call the banners too ? ";He,his donkey,for Maester Luwin,;Maester Luwin,Maester Luwin,the banners,;0.1;8288;263
" The maester is timid as an old woman , " said Theon .;Theon,;The maester,;0.1;8289;263
" Father always listened to his counsel , " Bran reminded his brother . " Mother too . ";Bran,;Father always,;0.0;8290;263
" I listen to him , " Robb insisted . " I listen to everyone . ";Robb,;I,I,;0.0;8291;263
Not so long ago , the thought of Robb calling the banners and riding off to war would have filled him with excitement , but now he felt only dread . " Can we go back now ? ";Robb,he,;we,we,;0.0875;8293;263
he asked . " I 'm cold . ";he,;I,;-0.6;8294;263
Robb glanced around . " We need to find the wolves . Can you stand to go a bit longer ? ";Robb,;We,you,the wolves,you,a bit,;0.0;8295;263
" I can go as long as you can . ";;I,you,;-0.05;8296;263
" Let 's hunt down the hunters , then , " Robb said .;Robb,;;-0.155555555556;8299;263
" Bran ? ";;;0.0;8311;264
Robb asked . " What 's wrong ? ";Robb,;;-0.5;8312;264
Bran shook his head . " I was just remembering , " he said . " Jory brought us here once , to fish for trout . You and me and Jon . Do you remember ? ";Bran,he,;I,Jory,you,us,for trout,you,;0.0;8313;264
" I remember , " Robb said , his voice quiet and sad .;Robb,;I,;-0.25;8314;264
" I did n't catch anything , " Bran said , " but Jon gave me his fish on the way back to Winterfell . Will we ever see Jon again ? ";Bran,;I,anything,Jon,we,me his fish,we,Jon again,;0.0;8315;264
" We saw Uncle Benjen when the king came to visit , " Robb pointed out . " Jon will visit too , you 'll see . ";Robb,;We,the king,Uncle Benjen,Jon,you,;0.0;8316;264
Bran raised his head to listen . " Summer , " he said .;Bran,he,;;0.0;8326;265
" They 've made a kill , " Robb said as he remounted , " I'd best go and bring them back . Wait here , Theon and the others should be along shortly . ";Robb,he,;They,Theon and the others,them,;0.5;8328;265
" I want to go with you , " Bran said .;Bran,;I,;0.0;8329;265
" I 'll find them faster by myself . ";;I,them,;0.0;8330;265
" Good day to you , " he said nervously .;he,;;0.65;8339;266
" All alone , are you ? ";;you,;0.0;8344;266
said the biggest of them , a bald man with a raw windburnt face . " Lost in the wolfswood , poor lad . ";;;-0.315384615385;8345;266
" I 'm not lost . ";;I,;0.0;8346;266
He counted four , but when he turned his head , he saw two others behind him . " My brother rode off just a moment ago , and my guard will be here shortly . ";He,he,he,;My brother,my guard,;-0.4;8348;266
" Your guard , is it ? ";;it,;0.0;8349;266
Grey stubble covered his gaunt face . " And what would they be guarding , my little lord ? Is that a silver pin I see there on your cloak ? ";Grey,;they,a silver pin I,they,;-0.11875;8351;266
" Pretty , " said a woman 's voice .;;;0.25;8352;266
" Let 's have a look , " said the big bald man .;;;0.0;8355;266
" The pin , lad , " the big man said .;the big man,;;0.0;8362;267
" We 'll take the horse too , " said another of them , a woman shorter than Robb , with a broad flat face and lank yellow hair . " Get down , and be quick about it . ";Robb,;We,the horse,;0.0430555555556;8364;267
" No , " Bran blurted . " I ca n't ... ";Bran,;I,;0.0;8366;267
The big man grabbed his reins before Bran could think to wheel Dancer around and gallop off . " You can , lordling ... and will , if you know what 's good for you . ";The big man,Bran,;You,you know,;0.325;8367;267
" Stiv , look how he 's strapped on . ";;he,;0.0;8368;267
The tall woman pointed with her spear . " Might be it 's the truth he 's telling . ";The tall woman,;it,the truth he,it,the truth he,;0.0;8369;267
" Straps , is it ? ";;it,;0.0;8370;267
He drew a dagger from a sheath at his belt . " There 's ways to deal with straps . ";He,;ways,;0.0;8372;267
" You some kind of cripple ? ";;;0.6;8373;267
Bran flared . " I 'm Brandon Stark of Winterfell , and you better let go of my horse , or I 'll see you all dead . ";Bran,;I,I,Brandon Stark,go,you all dead,;0.0333333333333;8375;267
The gaunt man with the grey stubbled face laughed . " The boy 's a Stark , true enough . Only a Stark would be fool enough to threaten where smarter men would beg . ";face,;The boy,a Stark,smarter men,a Stark,;0.075;8376;267
" Cut his little cock off and stuff it in his mouth , " suggested the short woman . " That should shut him up . ";;stuff it,his little cock,his mouth,him,;-0.09375;8377;267
" You 're as stupid as you are ugly , Hali , " said the tall woman . " The boy 's worth nothing dead , but alive ... gods be damned , think what Mance would give to have Benjen Stark 's own blood to hostage ! ";;You,you,gods,Mance,Benjen Stark,;-0.110714285714;8378;267
" Mance be damned , " the big man cursed . " You want to go back there , Osha ? More fool you . Think the white walkers will care if you have a hostage ? ";the big man,;Mance,You,the white walkers,you,the white walkers,a hostage,;0.125;8379;267
" Put down your steel now , and I promise you shall have a quick and painless death , " Robb called out .;Robb,;I,you,you,;0.0888888888889;8387;268
" The brother , " said the man with the grey stubbly face .;;;-0.05;8391;268
" He 's a fierce one , he is , " mocked the short woman .;;He,he,;0.0;8392;268
Hali , they called her . " You mean to fight us , boy ? ";they,Hali,;You,us,;-0.3125;8393;268
" Do n't be a fool , lad . You 're one against six . ";;You,a fool,;0.0;8394;268
The tall woman , Osha , leveled her spear . " Off the horse , and throw down the sword . We 'll thank you kindly for the mount and for the venison , and you and your brother can be on your way . ";Osha,;We,you,your brother,you,;-0.155555555556;8395;268
" Wolves , " gasped Hali .;Hali,;;0.0;8400;268
" Direwolves , " Bran said .;Bran,;;0.0;8401;268
" Dogs , " the big bald man said contemptuously . " Yet I 'm told there 's nothing like a wolfskin cloak to warm a man by night . ";the big bald man,;I,nothing,a man,;0.3;8407;268
He made a sharp gesture . " Take them . ";He,;them,;-0.125;8408;268
Robb shouted , " Winterfell ! ";Robb,;;0.0;8409;268
He could not feel the cold of the water , but he felt the steel when Stiv pressed his dagger to his throat . " Back away , " the man warned , " or I 'll open the boy 's windpipe , I swear it . ";He,he,Stiv,the man,;I,I,the boy,it,;-0.2;8437;269
Grey Wind padded toward her , dripping wet . " Call him off ! ";Grey Wind,;him,;-0.09375;8445;270
the big man shouted . " Call them both off , or the cripple boy dies now ! ";the big man,;the cripple boy,them both off,;0.0;8446;270
" Grey Wind , Summer , to me , " Robb said .;Robb,;;-0.05;8447;270
Stiv was as scared as he was , he realized . " Starks , " the man muttered , " bloody Starks . ";Stiv,he,he,the man,;;-0.8;8456;271
He raised his voice . " Osha , kill the wolves and get his sword . ";He,;the wolves,his sword,;0.0;8457;271
" Kill them yourself , " she replied . " I 'll not be getting near those monsters . ";she,;them yourself,I,;0.1;8458;271
The stench of the man filled his nose ; he smelled of fear . " You , " he called out to Robb . " You have a name ? ";the man,he,he,Robb,;You,a name,;0.4;8461;271
" I am Robb Stark , the heir to Winterfell . ";;I,Robb Stark,;-0.2;8462;271
" This is your brother ? ";;your brother,;0.0;8463;271
" Yes . ";;;0.0;8464;271
" You want him alive , you do what I say . Off the horse . ";;You,you,I,him,;0.1;8465;271
" Now kill the wolves . ";;the wolves,;0.0;8468;271
" You do it . The wolves or the boy . ";;You,it,;0.0;8470;271
" No ! ";;;0.0;8471;271
The bald man took hold of his hair with his free hand and twisted it cruelly , till Bran sobbed in pain . " You shut your mouth , cripple , you hear me ? ";The bald man,Bran,;You,you,your mouth,me,;-0.05;8474;271
He twisted harder . " You hear me ? ";He,;You,me,;-0.3;8475;271
She threw down her spear . " Mercy , m'lord , " she called to Robb .;She,she,Robb,;;-0.155555555556;8484;272
Then he shook his head and waded across the stream to Bran 's side . " Are you hurt ? ";he,Bran,;you,you,;0.0;8488;272
" He cut my leg , " Bran said , " but I could n't feel it . ";Bran,;He,my leg,I,it,;0.0;8489;272
A half-dozen arrows were thrust into the soft ground at his feet , but it had taken only one . " A dead enemy is a thing of beauty , " he announced .;A half-dozen arrows,it,he,;A dead enemy,a thing,;-0.0333333333333;8494;272
" Jon always said you were an ass , Greyjoy , " Robb said loudly . " I ought to chain you up in the yard and let Bran take a few practice shots at you . ";Robb,;Jon always,you,you,an ass,I,you,Bran,you,in the yard,Bran,a few practice shots,;-0.2;8495;272
" You should be thanking me for saving your brother 's life . ";;You,me,me,your brother,;0.0;8496;272
" What if you had missed the shot ? ";;you,the shot,;0.0;8497;272
Robb said . " What if you'd only wounded him ? What if you had made his hand jump , or hit Bran instead ? For all you knew , the man might have been wearing a breastplate , all you could see was the back of his cloak . What would have happened to my brother then ? Did you ever think of that , Greyjoy ? ";Robb,;if you'd,you,all you,the man,all you,you,him,his hand jump,Bran instead,you,;0.0;8498;272
Robb glared at his guardsmen . " Where were you ? ";Robb,;you,;0.0;8501;272
he demanded of them . " I was sure you were close behind us . ";he,;I,sure you,sure you,;0.05;8502;272
The men traded unhappy glances . " We were following , m'lord , " said Quent , the youngest of them , his beard a soft brown fuzz . " Only first we waited for Maester Luwin and his ass , begging your pardons , and then , well , as it were ... ";The men,his,Quent,;We,Only first we,it,your pardons,;-0.05;8503;272
" I spied a turkey , " Theon said , annoyed by the question . " How was I to know that you'd leave the boy alone ? ";Theon,;I,a turkey,I,you'd leave the boy,;-0.4;8505;272
Finally he knelt beside Maester Luwin . " How badly is my brother wounded ? ";he,Maester Luwin,;my brother,my brother,;0.0;8508;272
" No more than a scratch , " the maester said .;the maester,;;0.5;8509;272
He wet a cloth in the stream to clean the cut . " Two of them wear the black , " he told Robb as he worked .;He,he,he,Robb,;them wear the black,;0.0333333333333;8510;272
Robb glanced over at where Stiv lay sprawled in the stream , his ragged black cloak moving fitfully as the rushing waters tugged at it . " Deserters from the Night 's Watch , " he said grimly . " They must have been fools , to come so close to Winterfell . ";Robb,Stiv,his ragged black cloak,the rushing waters,he,;They,fools,;-0.166666666667;8511;272
" Folly and desperation are ofttimes hard to tell apart , " said Maester Luwin .;Maester Luwin,;Folly and desperation,ofttimes,;-0.291666666667;8512;272
" Shall we bury them , m'lord ? ";;we,we,them,;0.0;8513;272
" They would not have buried us , " Robb said . " Hack off their heads , we 'll send them back to the Wall . Leave the rest for the carrion crows . ";Robb,;They,us,we,them,the rest,;0.0;8515;272
" And this one ? ";;;0.0;8516;272
She was a head taller than he was , but she dropped to her knees at his approach . " Give me my life , m'lord of Stark , and I am yours . ";She,he,she,;I,me my life,yours,;-0.2;8519;272
" Mine ? What would I do with an oathbreaker ? ";;I,I,;0.0;8520;272
" I broke no oaths . Stiv and Wallen flew down off the Wall , not me . The black crows got no place for women . ";;I,Stiv and Wallen,The black crows,no oaths,no place,;-0.161111111111;8521;272
Theon Greyjoy sauntered closer . " Give her to the wolves , " he urged Robb .;Theon Greyjoy,he,;her,;0.0;8522;272
" She 's a woman , " Robb said .;Robb,;She,a woman,;0.0;8526;272
" A wildling , " Bran told him . " She said they should keep me alive so they could take me to Mance Rayder . ";Bran,;She,they,me alive so they,they,me alive so they,me,;0.1;8527;272
" Do you have a name ? ";;you,you,a name,;0.0;8528;272
" Osha , as it please the lord , " she muttered sourly .;she,;it please the lord,;0.0;8530;272
Maester Luwin stood . " We might do well to question her . ";Maester Luwin,;We,her,;0.0;8531;272
Bran could see the relief on his brother 's face . " As you say , Maester . Wayn , bind her hands . She 'll come back to Winterfell with us ... and live or die by the truths she gives us . ";Bran,;you,She,the truths she,her hands,us,;0.0681818181818;8532;272
" You want eat ? ";;You,;0.0;8536;273
Tyrion Lannister was starved , but he refused to let this brute see him cringe . " A leg of lamb would be pleasant , " he said , from the heap of soiled straw in the corner of his cell . " Perhaps a dish of peas and onions , some fresh baked bread with butter , and a flagon of mulled wine to wash it down . Or beer , if that 's easier . I try not to be overly particular . ";Tyrion Lannister,he,this brute see him,he,;of lamb,I,wine,it,;0.261111111111;8539;273
" Is beans , " Mord said . " Here . ";Mord,;beans,;0.0;8540;273
Mord jerked it away , grinning . " Is here , " he said , holding it out beyond Tyrion 's reach .;Mord,he,it,;;0.0;8547;274
The dwarf climbed stiffly to his feet , every joint aching . " Must we play the same fool 's game with every meal ? ";The dwarf,;we,we,the same fool,;-0.2;8548;274
Mord shambled backward , grinning through his rotten teeth . " Is here , dwarf man . ";Mord,;;0.0;8550;274
He held the plate out at arm 's length , over the edge where the cell ended and the sky began . " You not want eat ? Here . Come take . ";He,the cell,the sky,;You,take,;0.0;8551;274
All it would take would be a quick shove of Mord 's heavy white belly , and he would end up a sickening red splotch on the stones of Sky , like so many other prisoners of the Eyrie over the centuries . " Come to think on it , I 'm not hungry after all , " he declared , retreating to the corner of his cell .;All it,he,he,Mord,Sky,the Eyrie,;I,;-0.0559523809524;8553;274
Tyrion felt a pang of rage . " You fucking son of a pox-ridden ass , " he spat . " I hope you die of a bloody flux . ";Tyrion,he,;You,son,I,you,you,;-0.7;8558;274
For that , Mord gave him a kick , driving a steel-toed boot hard into Tyrion 's ribs on the way out . " I take it back ! ";Mord,;I,it,;-0.182291666667;8559;274
he gasped as he doubled over on the straw . " I 'll kill you myself , I swear it ! ";he,he,;I,I,you myself,it,;0.0;8560;274
" You fly , " Mord had promised him , when he'd shoved him into the cell . " Twenty day , thirty , fifty maybe . Then you fly . ";Mord,he'd,him,;You,you,;0.8;8571;275
Tyrion Lannister had been looked down on all his life , but seldom by rheumy-eyed six-year-olds who needed to stuff fat cushions under their cheeks to lift them to the height of a man . " Is he the bad man ? ";Tyrion Lannister,;he the bad man,;-0.386111111111;8585;276
" He is , " the Lady Lysa had said from the lesser throne beside him .;the Lady Lysa,;He,;0.0;8587;276
" He 's so small , " the Lord of the Eyrie said , giggling .;the Eyrie,;He,;-0.25;8589;276
" This is Tyrion the Imp , of House Lannister , who murdered your father . ";;Tyrion the Imp,your father,;0.0;8590;276
She raised her voice so it carried down the length of High Hall of the Eyrie , ringing off the milk-white walls and the slender pillars , so every man could hear it . " He slew the Hand of the King ! ";She,her voice so it,every man,High Hall,the Eyrie,;He,the Hand,;0.00277777777778;8591;276
" Oh , did I kill him too ? ";;I,I,him,;0.0;8592;276
Bronn had carried him the rest of the way , and the humiliation poured oil on the flames of his anger . " It would seem I 've been a busy little fellow , " he said with bitter sarcasm . " I wonder when I found the time to do all this slaying and murdering . ";Bronn,the humiliation,he,;It,I,I,a busy little fellow,I,I,the time,all this slaying,;-0.221875;8601;277
" Imp , " Lysa said coldly , " you will guard that mocking tongue of yours and speak to my son politely , or I promise you will have cause to regret it . Remember where you are . This is the Eyrie , and these are knights of the Vale you see around you , true men who loved Jon Arryn well . Every one of them would die for me . ";Lysa,;you,I,you,you,the Vale you,them,tongue,you,it,the Eyrie,Jon Arryn well,;0.525;8604;277
" Lady Arryn , should any harm come to me , my brother Jaime will be pleased to see that they do . ";;my brother Jaime,they,come,;0.5;8605;277
" Can you fly , my lord of Lannister ? ";;you,you,;0.8;8607;277
Lady Lysa asked . " Does a dwarf have wings ? If not , you would be wiser to swallow the next threat that comes to mind . ";Lady Lysa,;a dwarf,you,a dwarf,wings,the next threat,;0.0;8608;277
" I made no threats , " Tyrion said . " That was a promise . ";Tyrion,;I,no threats,a promise,;0.0;8609;277
Little Lord Robert hopped to his feet at that , so upset he dropped his doll . " You ca n't hurt us , " he screamed . " No one can hurt us here . Tell him , Mother , tell him he ca n't hurt us here . ";Little Lord Robert,he,he,;You,us,him he,us,him,him he,us,;-0.1875;8610;277
" The Eyrie is impregnable , " Lysa Arryn declared calmly .;Lysa Arryn,;The Eyrie,;0.0;8612;277
She drew her son close , holding him safe in the circle of her plump white arms . " The Imp is trying to frighten us , sweet baby . The Lannisters are all liars . No one will hurt my sweet boy . ";She,;The Imp,The Lannisters,us,all liars,my sweet boy,;0.3;8613;277
Still , Tyrion had been unable to silence himself . " Not impregnable , " he said , " merely inconvenient . ";Tyrion,he,;;-0.55;8618;277
Young Robert pointed down , his hand trembling . " You 're a liar . Mother , I want to see him fly . ";Young Robert,his hand,;You,I,him,a liar,him,;0.248148148148;8619;277
The gods only know what might have happened then were it not for Catelyn Stark . " Sister , " she called out from where she stood below the thrones , " I beg you to remember , this man is my prisoner . I will not have him harmed . ";The gods,she,she,Catelyn Stark,;I,this man,I,him,you,my prisoner,him,;-0.1;8621;277
" My sister 's little guest is too weary to stand , " Lady Lysa announced . " Ser Vardis , take him down to the dungeon . A rest in one of our sky cells will do him much good . ";Lady Lysa,;little guest,our sky cells,him,him much good,;0.102314814815;8627;277
Tyrion Lannister dangled between them , kicking feebly , his face red with shame . " I will remember this , " he told them all as they carried him off .;Tyrion Lannister,he,them all as they,;I,;0.0;8629;277
He hammered on the door with a fist . " Mord ! ";He,;;0.0;8675;278
he shouted . " Turnkey ! Mord , I want you ! ";he,;I,you,;0.0;8676;278
" Making noise , " Mord growled , with blood in his eyes .;Mord,;noise,;0.0;8679;278
Never show them you 're afraid , Tyrion reminded himself . " How would you like to be rich ? ";them you,Tyrion,;you,you,;-0.1125;8681;278
The force of it staggered him , and the pain made him grit his teeth . " No mouth , dwarf man , " Mord warned him .;it,the pain,him,Mord,;;0.0;8685;278
" Gold , " Tyrion said , miming a smile . " Casterly Rock is full of gold ... ahhhh ... ";Tyrion,;Casterly Rock,full of gold,;0.325;8686;278
He forced himself to look up at the gaoler . " As rich as the Lannisters , " he wheezed . " That 's what they say , Mord - ";He,he,;they,;0.0375;8689;278
" More to say ? ";;;0.5;8698;279
He wiped the blood off his lips with the back of his hand , grinned , and said , " That was a stiff one , Mord . ";He,;;-0.107142857143;8704;279
The gaoler squinted at him , trying to decide if he was being mocked . " I could make good use of a strong man like you . ";The gaoler,he,;I,good use,;0.541666666667;8705;279
He took a glancing blow to the shoulder , nothing more . " Gold , " he repeated , scrambling backward like a crab , " more gold than you 'll see here in a lifetime . Enough to buy land , women , horses ... you could be a lord . Lord Mord . ";He,he,;you,you,land,a lord,;0.333333333333;8707;279
" Is no gold , " Mord said .;Mord,;no gold,;0.0;8709;279
Tyrion thought . " They relieved me of my purse when they captured me , but the gold is still mine . Catelyn Stark might take a man prisoner , but she'd never stoop to rob him . That would n't be honorable . Help me , and all the gold is yours . ";Tyrion,;They,me,they,the gold,Catelyn Stark,she'd,all the gold,me,my purse,me,a man prisoner,him,me,yours,;-0.2;8711;279
Tyrion caught the leather in his hand and held it prisoned . " There will be no risk to you . All you need do is deliver a message . ";Tyrion,it,;All you,no risk,a message,;0.0;8713;279
The gaoler yanked his leather strap free of Tyrion 's grasp . " Message , " he said , as if he had never heard the word before .;The gaoler,he,if he,Tyrion,;;0.4;8714;279
" You heard me , my lord . Only carry my word to your lady . Tell her ... ";;You,me,my word,her,;0.0;8716;279
The inspiration came to Tyrion Lannister suddenly . " ... tell her that I wish to confess my crimes . ";The inspiration,Tyrion Lannister suddenly,;I,her,my crimes,;0.0;8719;279
He wanted that gold , yet he feared a trick ; he had the look of a man who had often been tricked . " Is lie , " he muttered darkly . " Dwarf man cheat me . ";He,he,he,he,;;0.0;8722;279
" I will put my promise in writing , " Tyrion vowed .;Tyrion,;I,my promise,;0.0;8723;279
The turnkey lowered the strap . " Writing down gold . Much gold . ";The turnkey,;;-0.0277777777778;8726;279
" Oh , much gold , " Tyrion assured him . " The purse is just a taste , my friend . My brother wears armor of solid gold plate . ";Tyrion,;The purse,My brother,armor,;0.05;8727;279
When the letter was written , the gaoler frowned at it suspiciously . " Now deliver my message , " Tyrion urged .;the letter,the gaoler,Tyrion,;my message,;0.0;8730;279
Ser Vardis Egen woke Tyrion with the point of his boot . " On your feet , Imp. My lady wants to see you . ";Ser Vardis Egen,;Imp. My lady,you,;0.2;8733;279
Tyrion rubbed the sleep from his eyes and put on a grimace he scarcely felt . " No doubt she does , but what makes you think I wish to see her ? ";Tyrion,a grimace he,;No doubt she,you,I,you,I,her,;0.0;8734;279
A square , plain face , silver hair , a heavy build , and no humor whatsoever . " Your wishes are not my concern . On your feet , or I 'll have you carried . ";;Your wishes,I,you,you,;-0.207142857143;8737;279
Tyrion clambered awkwardly to his feet . " A cold night , " he said casually , " and the High Hall is so drafty . I do n't wish to catch a chill . Mord , if you would be so good , fetch my cloak . ";Tyrion,he,;the High Hall,I,you,a chill,my cloak,;0.07;8738;279
" My cloak , " Tyrion repeated . " The shadowskin you took from me for safekeeping . You recall . ";Tyrion,;The shadowskin you,You,;0.0;8740;279
" Get him the damnable cloak , " Ser Vardis said .;Ser Vardis,;him the damnable cloak,;0.0;8741;279
When he draped it around his prisoner 's neck , Tyrion smiled . " My thanks . I shall think of you whenever I wear it . ";he,it,Tyrion,;I,I,it,;0.4;8744;279
He flung the trailing end of the long fur over his right shoulder , and felt warm for the first time in days . " Lead on , Ser Vardis . ";He,;;0.271428571429;8745;279
Catelyn Stark spoke first . " You wish to confess your crimes , we are told . ";Catelyn Stark,;You,we,your crimes,;0.025;8765;280
" I do , my lady , " Tyrion answered .;Tyrion,;I,;0.0;8766;280
Lysa Arryn smiled at her sister . " The sky cells always break them . The gods can see them there , and there is no darkness to hide in . ";Lysa Arryn,;The sky cells,The gods,them,them,no darkness,;0.6;8767;280
" He does not look broken to me , " Lady Catelyn said .;Lady Catelyn,;He,;-0.4;8768;280
Lady Lysa paid her no mind . " Say what you will , " she commanded Tyrion .;Lady Lysa,she,;you,;0.0;8769;280
And now to roll the dice , he thought with another quick glance back at Bronn . " Where to begin ? I am a vile little man , I confess it . My crimes and sins are beyond counting , my lords and ladies . I have lain with whores , not once but hundreds of times . I have wished my own lord father dead , and my sister , our gracious queen , as well . ";he,Bronn,;I,I,My crimes and sins,I,I,a vile little man,it,my own lord father,;0.109166666667;8770;280
Behind him , someone chuckled . " I have not always treated my servants with kindness . I have gambled . I have even cheated , I blush to admit . I have said many cruel and malicious things about the noble lords and ladies of the court . ";someone,;I,I,I,I,I,my servants,;-0.075;8771;280
That drew outright laughter . " Once I - ";;;0.0;8772;280
" Silence ! ";;;0.0;8773;280
Lysa Arryn 's pale round face had turned a burning pink . " What do you imagine you are doing , dwarf ? ";pale round face,Lysa Arryn,;you,you,you,you,;-0.15;8774;280
Tyrion cocked his head to one side . " Why , confessing my crimes , my lady . ";Tyrion,;my crimes,;0.0;8775;280
Catelyn Stark took a step forward . " You are accused of sending a hired knife to slay my son Bran in his bed , and of conspiring to murder Lord Jon Arryn , the Hand of the King . ";Catelyn Stark,;You,knife,my son Bran,Lord Jon Arryn,;-0.2;8776;280
Tyrion gave a helpless shrug . " Those crimes I cannot confess , I fear . I know nothing of any murders . ";Tyrion,;Those crimes I,I,I,nothing,;0.0;8777;280
Lady Lysa rose from her weirwood throne . " I will not be made mock of . You have had your little jape , Imp. I trust you enjoyed it . Ser Vardis , take him back to the dungeon ... but this time find him a smaller cell , with a floor more sharply sloped . ";Lady Lysa,;I,You,Imp. I,you,a floor,mock,your little jape,you,it,him,;0.235416666667;8778;280
" Is this how justice is done in the Vale ? ";;justice,;0.0;8779;280
Tyrion roared , so loudly that Ser Vardis froze for an instant . " Does honor stop at the Bloody Gate ? You accuse me of crimes , I deny them , so you throw me into an open cell to freeze and starve . ";Tyrion,Ser Vardis,;You,me,I,you,me,honor stop,me,crimes,them,me,an open cell,;-0.266666666667;8780;280
